recipe_id,raw_material_id,raw_material_ratio,flavour_id,flavour_ratio,ingredient_id,ingredient_ratio,heat_process,yield,generation_date,batch_number
A5ZU,126,0.74,272,0.25,267,0.01,50°C for 10 min,92.74,10/5/24,1
W6S9,60,0.22,245,0.49,64,0.29,,91.61,10/5/24,1
57LD,90,0.02,152,0.04,96,0.94,,90.24,10/5/24,1
6NBI,144,0.49,231,0.19,256,0.32,,94.47,10/5/24,1
128P,12,0.17,126,0.24,51,0.59,Freezing for 20 min,98.42,10/5/24,1
5LUE,70,0.68,79,0.31,292,0.01,,98.84,10/5/24,1
QF87,167,0.97,229,0.02,135,0.01,,96.35,10/5/24,1
0FR6,80,0.83,235,0.16,182,0.01,,96.02,10/5/24,1
FVGC,129,0.17,238,0.32,93,0.51,70°C for 10 min,99.98,10/5/24,1
R164,17,0.92,220,0.04,132,0.04,,87.77,10/5/24,1
RM0D,160,0.5,16,0.49,290,0.01,70°C for 10 min,95.71,10/5/24,1
BEYU,18,0.33,397,0.66,224,0.01,,96.06,10/5/24,1
O24E,173,0.24,380,0.75,252,0.01,,91.04,10/5/24,1
OBP7,20,0.19,154,0.75,80,0.06,,93.6,10/5/24,1
O59Q,181,0.64,380,0.35,66,0.01,,66.37,10/5/24,1
1HJN,78,0.15,19,0.14,65,0.71,,41.71,10/5/24,1
UPW8,129,0.22,319,0.01,73,0.77,,97.28,10/5/24,1
UP41,169,0.36,393,0.03,163,0.61,Freezing for 20 min,98.92,10/5/24,1
5H78,3,0.03,44,0.23,202,0.74,20°C for 60 min,94.39,10/5/24,1
SI3A,52,0.15,65,0.62,53,0.23,,92.17,10/5/24,1
E0WS,185,0.46,473,0.53,223,0.01,Steaming,94.75,10/5/24,1
PTAG,78,0.81,450,0.18,277,0.01,,64.06,10/5/24,1
ORMJ,144,0.76,223,0.23,178,0.01,,92.92,10/5/24,1
T9LE,28,0.05,207,0.09,158,0.86,Steaming,97.23,10/5/24,1
CYX7,143,0.77,276,0.04,169,0.19,20°C for 60 min,68.25,10/5/24,1
DH32,12,0.29,372,0.23,11,0.48,,93.96,10/5/24,1
LOTD,144,0.69,372,0.11,169,0.2,,94.86,10/5/24,1
ARQO,68,0.36,425,0.05,159,0.59,,93.31,10/5/24,1
3UWZ,90,0.5,130,0.29,66,0.21,,42.2,10/5/24,1
SEUA,35,0.39,417,0.02,196,0.59,Steaming,94.42,10/5/24,1
9E4X,130,0.01,113,0.39,88,0.6,,99.13,10/5/24,1
B4YP,71,0.06,234,0.7,200,0.24,Steaming,99.28,10/5/24,1
M838,78,0.94,200,0.05,159,0.01,,96.54,10/5/24,1
JIY7,136,0.94,213,0.05,282,0.01,,64.52,10/5/24,1
Q8UO,39,0.9,499,0.09,68,0.01,Freezing for 20 min,96.63,10/5/24,1
S3OE,171,0.13,84,0.76,96,0.11,70°C for 10 min,99,10/5/24,1
2Y5A,150,0.06,152,0.05,192,0.89,,97.48,10/5/24,1
YAE9,116,0.23,90,0.35,170,0.42,,94.05,10/5/24,1
JAVQ,25,0.66,281,0.33,33,0.01,,95.77,10/5/24,1
5STP,144,0.12,9,0.71,5,0.17,,96.9,10/5/24,1
GEBZ,5,0.16,414,0.11,13,0.73,,96.3,10/5/24,1
74JC,167,0.8,483,0.16,3,0.04,,94.21,10/5/24,1
8DNE,62,0.14,382,0.56,273,0.3,Freezing for 20 min,98.19,10/5/24,1
BSB6,22,0.14,254,0.27,30,0.59,,99.96,10/5/24,1
Z8VK,35,0.41,213,0.56,1,0.03,,98.69,10/5/24,1
NWAH,198,0.71,303,0.18,297,0.11,,93.47,10/5/24,1
A1T7,159,0.13,378,0.06,122,0.81,Freezing for 20 min,93.95,10/5/24,1
78RD,45,0.3,36,0.69,95,0.01,20°C for 60 min,92.24,10/5/24,1
OGPC,198,0.2,326,0.67,5,0.13,,93.3,10/5/24,1
TP9M,28,0.31,113,0.32,64,0.37,,93.05,10/5/24,1
2MD6,148,0.13,329,0.11,36,0.76,,96.25,10/5/24,1
GUBB,137,0.05,48,0.27,125,0.68,,96.49,10/5/24,1
EFKP,167,0.2,284,0.17,176,0.63,Steaming,97.96,10/5/24,1
TA22,78,0.33,303,0.03,160,0.64,,91.83,10/5/24,1
TS35,79,0.67,345,0.12,132,0.21,Steaming,99.27,10/5/24,1
GXLB,129,0.11,274,0.15,221,0.74,,58.56,10/5/24,1
B38I,78,0.75,161,0.16,222,0.09,,99.65,10/5/24,1
KFMF,11,0.54,68,0.17,138,0.29,,94.81,10/5/24,1
2F83,147,0.53,35,0.46,259,0.01,,96.26,10/5/24,1
4X6C,133,0.86,360,0.13,105,0.01,Freezing for 20 min,98.55,10/5/24,1
U9GE,85,0.33,86,0.47,18,0.2,,59.64,10/5/24,1
8HQ2,62,0.58,15,0.41,108,0.01,,27.48,10/5/24,1
XVTG,67,0.91,81,0.08,115,0.01,50°C for 10 min,98.61,10/5/24,1
W57Y,150,0.46,487,0.53,183,0.01,,97.44,10/5/24,1
TWM4,147,0.93,62,0.06,6,0.01,50°C for 10 min,96.05,10/5/24,1
IM1V,167,0.78,123,0.21,100,0.01,50°C for 10 min,92.15,10/5/24,1
NBP8,156,0.4,470,0.1,56,0.5,,92.58,10/5/24,1
H04H,155,0.85,307,0.14,287,0.01,,96.92,10/5/24,1
JGO5,49,0.61,5,0.16,167,0.23,,92.95,10/5/24,1
KOAQ,18,0.27,13,0.19,27,0.54,,99.15,10/5/24,1
YMCQ,156,0.08,274,0.74,93,0.18,Freezing for 20 min,77.36,10/5/24,1
WL1A,17,0.61,430,0.38,44,0.01,,95.92,10/5/24,1
XFIK,198,0.15,212,0.39,34,0.46,,95.02,10/5/24,1
WELF,177,0.64,274,0.34,243,0.02,,99.38,10/5/24,1
U8T1,105,0.46,349,0.33,198,0.21,,93.27,10/5/24,1
NNBL,75,0.25,479,0.42,203,0.33,,48.88,10/5/24,1
1T7T,103,0.64,73,0.2,9,0.16,Freezing for 20 min,90.68,10/5/24,1
94HI,149,0.75,227,0.24,195,0.01,Freezing for 20 min,92.06,10/5/24,1
2MMN,154,0.56,224,0.43,84,0.01,Freezing for 20 min,93.24,10/5/24,1
8I3B,12,0.94,486,0.05,126,0.01,,95.24,10/5/24,1
IXYQ,167,0.69,371,0.3,119,0.01,,93.72,10/5/24,1
6VFH,133,0.8,99,0.16,31,0.04,,97.87,10/5/24,1
AJSY,11,0.49,127,0.5,263,0.01,,94.06,10/5/24,1
R4DM,65,0.5,217,0.49,35,0.01,20°C for 60 min,93.25,10/5/24,1
PTZC,99,0.87,176,0.12,259,0.01,70°C for 10 min,94.61,10/5/24,1
IAL5,41,0.56,385,0.17,116,0.27,,97.24,10/5/24,1
XKAI,32,0.73,27,0.26,148,0.01,,90.51,10/5/24,1
QE9S,4,0.34,104,0.65,175,0.01,,99.29,10/5/24,1
MYKH,186,0.48,492,0.51,150,0.01,,92.2,10/5/24,1
7B7G,12,0.65,432,0.34,181,0.01,Freezing for 20 min,91.16,10/5/24,1
6ZZC,78,0.93,332,0.06,51,0.01,,91.29,10/5/24,1
8JS9,45,0.14,12,0.18,16,0.68,,92.1,10/5/24,1
GRRB,150,0.87,442,0.12,148,0.01,,90.02,10/5/24,1
ZYOE,144,0.01,71,0.13,227,0.86,20°C for 60 min,95.18,10/5/24,1
HACN,167,0.22,236,0.25,281,0.53,,93.29,10/5/24,1
MHF9,127,0.95,370,0.04,38,0.01,70°C for 10 min,91.73,10/5/24,1
GTVI,120,0.93,46,0.06,212,0.01,,97.4,10/5/24,1
D8E7,81,0.13,224,0.35,64,0.52,,94.22,10/5/24,1
TEFF,132,0.7,187,0.29,249,0.01,,90.37,10/5/24,1
LGI3,22,0.75,158,0.24,262,0.01,Steaming,23.08,10/5/24,1
LTFU,144,0.37,417,0.32,129,0.31,,95.83,10/5/24,1
2LX8,19,0.56,452,0.43,147,0.01,20°C for 60 min,98.48,10/5/24,1
WOSF,173,0.18,467,0.81,81,0.01,,94.48,10/5/24,1
NQR0,97,0.12,300,0.5,9,0.38,,93.71,10/5/24,1
7IN2,104,0.1,287,0.87,252,0.03,,95.97,10/5/24,1
F7BG,118,0.19,56,0.17,254,0.64,,90.54,10/5/24,1
MP9M,160,0.86,378,0.09,205,0.05,,97.01,10/5/24,1
XZFK,90,0.76,103,0.07,21,0.17,,91.96,10/5/24,1
IOVI,86,0.75,70,0.24,191,0.01,,95.11,10/5/24,1
1AIP,58,0.67,35,0.32,291,0.01,,93.81,10/5/24,1
HUIR,25,0.68,68,0.01,21,0.31,,98.15,10/5/24,1
HOGN,42,0.97,330,0.02,218,0.01,,90.97,10/5/24,1
7KA4,1,0.25,129,0.48,279,0.27,,93.86,10/5/24,1
FLGZ,175,0.1,3,0.61,31,0.29,,98.34,10/5/24,1
LVLN,157,0.67,330,0.06,159,0.27,,96.63,10/5/24,1
GHIM,45,0.17,215,0.82,283,0.01,50°C for 10 min,97.97,10/5/24,1
UMDC,1,0.44,435,0.55,240,0.01,,90.85,10/5/24,1
8E4K,94,0.75,16,0.24,148,0.01,Steaming,94.95,10/5/24,1
C616,82,0.59,415,0.4,293,0.01,Steaming,98.88,10/5/24,1
V6RX,160,0.59,20,0.29,219,0.12,50°C for 10 min,91.38,10/5/24,1
8Q40,79,0.79,434,0.1,241,0.11,,64.63,10/5/24,1
TJUD,174,0.5,467,0.1,102,0.4,,47.67,10/5/24,1
1264,17,0.78,104,0.21,93,0.01,50°C for 10 min,96.59,10/5/24,1
7SFQ,78,0.75,141,0.24,196,0.01,,99.4,10/5/24,1
4N98,192,0.54,32,0.45,160,0.01,,94.48,10/5/24,1
CS30,4,0.11,270,0.7,91,0.19,,96.21,10/5/24,1
HI3M,78,0.96,129,0.03,12,0.01,,97.85,10/5/24,1
HF7F,51,0.05,458,0.92,205,0.03,Steaming,94.53,10/5/24,1
I52L,104,0.87,49,0.12,290,0.01,20°C for 60 min,98.69,10/5/24,1
AKH3,56,0.85,267,0.14,288,0.01,50°C for 10 min,98.04,10/5/24,1
429J,175,0.68,220,0.31,206,0.01,50°C for 10 min,92.56,10/5/24,1
MRCI,193,0.43,103,0.56,35,0.01,,92.71,10/5/24,1
MTTM,170,0.91,194,0.08,256,0.01,,95.09,10/5/24,1
APB5,78,0.28,226,0.71,236,0.01,,99.84,10/5/24,1
M3WQ,198,0.67,77,0.06,34,0.27,20°C for 60 min,95.39,10/5/24,1
KC15,149,0.51,62,0.15,125,0.34,,95.95,10/5/24,1
BZAJ,76,0.07,434,0.92,30,0.01,,90.32,10/5/24,1
L761,16,0.79,479,0.2,35,0.01,50°C for 10 min,99,10/5/24,1
X810,140,0.22,473,0.04,220,0.74,Steaming,97.28,10/5/24,1
TZDG,147,0.95,323,0.04,228,0.01,Steaming,91,10/5/24,1
OR2K,24,0.94,415,0.05,182,0.01,,92.39,10/5/24,1
R3Q3,109,0.55,349,0.07,104,0.38,,95.11,10/5/24,1
5RW9,198,0.16,449,0.75,58,0.09,20°C for 60 min,96.07,10/5/24,1
7D24,68,0.26,180,0.44,152,0.3,,94.81,10/5/24,1
XZMR,62,0.9,165,0.08,264,0.02,70°C for 10 min,99.74,10/5/24,1
908R,184,0.51,386,0.48,242,0.01,50°C for 10 min,95.92,10/5/24,1
Z1DL,22,0.07,57,0.54,48,0.39,,96.09,10/5/24,1
HN1K,192,0.16,284,0.15,50,0.69,,91.82,10/5/24,1
E2DZ,161,0.63,428,0.36,209,0.01,,91.48,10/5/24,1
JQXB,78,0.71,170,0.28,167,0.01,Freezing for 20 min,90.47,10/5/24,1
4OC4,13,0.77,13,0.22,158,0.01,20°C for 60 min,92.73,10/5/24,1
C8TY,6,0.74,473,0.25,108,0.01,70°C for 10 min,98.56,10/5/24,1
KSMN,78,0.55,133,0.44,183,0.01,20°C for 60 min,99.21,10/5/24,1
PG69,144,0.18,246,0.22,126,0.6,Freezing for 20 min,92.07,10/5/24,1
YAUC,93,0.42,465,0.04,274,0.54,,99.34,10/5/24,1
IO1V,150,0.73,74,0.26,233,0.01,Steaming,69.04,10/5/24,1
9DK1,141,0.96,420,0.03,229,0.01,,54.51,10/5/24,1
949X,115,0.46,119,0.11,278,0.43,,90.76,10/5/24,1
XLEC,198,0.94,459,0.05,239,0.01,20°C for 60 min,99.16,10/5/24,1
3P93,147,0.57,108,0.42,41,0.01,,99.78,10/5/24,1
ENYG,187,0.59,63,0.4,212,0.01,70°C for 10 min,93.31,10/5/24,1
CNNC,46,0.67,479,0.32,288,0.01,50°C for 10 min,96.77,10/5/24,1
6N2J,144,0.71,261,0.28,161,0.01,,90.25,10/5/24,1
ID21,122,0.88,250,0.11,92,0.01,,95.11,10/5/24,1
Z7WP,190,0.57,231,0.42,106,0.01,,99.41,10/5/24,1
U2L3,99,0.46,171,0.04,21,0.5,,65.24,10/5/24,1
W57D,56,0.06,231,0.02,220,0.92,,97.74,10/5/24,1
TI3M,78,0.26,211,0.49,31,0.25,,99.45,10/5/24,1
IW4N,45,0.44,443,0.09,117,0.47,,99.4,10/5/24,1
9HW9,45,0.24,488,0.75,69,0.01,Freezing for 20 min,97.52,10/5/24,1
JS3C,90,0.26,235,0.05,84,0.69,Steaming,96.01,10/5/24,1
Q6RL,181,0.8,51,0.11,46,0.09,,99.35,10/5/24,1
5VLV,42,0.14,302,0.85,227,0.01,,91.29,10/5/24,1
ZU6R,58,0.87,406,0.12,14,0.01,,96.28,10/5/24,1
N2RP,171,0.85,20,0.14,293,0.01,70°C for 10 min,96.68,10/5/24,1
JI87,72,0.57,402,0.42,126,0.01,,90.95,10/5/24,1
A42F,198,0.94,98,0.05,225,0.01,,98.78,10/5/24,1
MA4L,53,0.11,36,0.04,45,0.85,,93.91,10/5/24,1
ET7V,90,0.02,396,0.47,13,0.51,,98.8,10/5/24,1
PLDR,17,0.66,269,0.33,108,0.01,,92.73,10/5/24,1
9EZD,198,0.11,386,0.39,218,0.5,,92.1,10/5/24,1
APHK,181,0.9,310,0.09,227,0.01,20°C for 60 min,99.42,10/5/24,1
2A02,167,0.38,98,0.56,134,0.06,70°C for 10 min,93.73,10/5/24,1
VRFC,33,0.65,453,0.14,292,0.21,,65.78,10/5/24,1
CCUF,198,0.41,216,0.52,13,0.07,,20.37,10/5/24,1
GM06,191,0.72,11,0.22,210,0.06,Steaming,94.29,10/5/24,1
0EX6,88,0.18,161,0.81,181,0.01,Steaming,93.41,10/5/24,1
Z1VH,144,0.3,32,0.69,173,0.01,20°C for 60 min,44.11,10/5/24,1
B6OP,199,0.38,452,0.59,294,0.03,,90.51,10/5/24,1
X1DP,81,0.16,376,0.19,202,0.65,,91.16,10/5/24,1
7E6B,21,0.42,63,0.36,227,0.22,Steaming,97.41,10/5/24,1
5HPR,175,0.71,466,0.28,230,0.01,,95.06,10/5/24,1
VI6Z,90,0.49,272,0.33,265,0.18,,86.2,10/5/24,1
7QQA,198,0.81,364,0.04,258,0.15,,90.75,10/5/24,1
QIQ7,109,0.26,237,0.64,149,0.1,,91.92,10/5/24,1
NDXI,8,0.08,284,0.59,138,0.33,,96.83,10/5/24,1
P7Z4,94,0.48,144,0.2,174,0.32,70°C for 10 min,93.12,10/5/24,1
MI2Y,144,0.72,255,0.27,147,0.01,Freezing for 20 min,65.94,10/5/24,1
IR0I,7,0.34,487,0.08,178,0.58,,90.5,10/5/24,1
W84U,82,0.78,88,0.21,187,0.01,,99.62,10/5/24,1
EWRD,32,0.42,333,0.57,67,0.01,,98.28,10/5/24,1
BYZ1,134,0.48,441,0.14,9,0.38,20°C for 60 min,93.66,10/5/24,1
R1CT,198,0.41,59,0.58,154,0.01,Freezing for 20 min,97.83,10/5/24,1
N99Q,129,0.31,64,0.53,276,0.16,70°C for 10 min,92.88,10/5/24,1
G79J,144,0.06,465,0.2,296,0.74,,97.36,10/5/24,1
1IM8,78,0.45,283,0.54,280,0.01,,95.38,10/5/24,1
CABX,113,0.75,243,0.13,106,0.12,70°C for 10 min,97.39,10/5/24,1
HO9G,108,0.78,412,0.21,170,0.01,50°C for 10 min,97.41,10/5/24,1
AYCY,155,0.5,344,0.49,18,0.01,20°C for 60 min,95.91,10/5/24,1
7G0U,172,0.85,114,0.14,144,0.01,,92.91,10/5/24,1
X9F3,139,0.43,273,0.56,218,0.01,,94.18,10/5/24,1
3HC8,198,0.48,255,0.36,67,0.16,50°C for 10 min,99.62,10/5/24,1
XG3H,167,0.57,215,0.2,176,0.23,,97.97,10/5/24,1
2CKR,24,0.69,51,0.3,199,0.01,50°C for 10 min,97.94,10/5/24,1
C4U0,98,0.82,277,0.17,264,0.01,,92.1,10/5/24,1
TGQO,184,0.28,292,0.71,155,0.01,,94.18,10/5/24,1
JJ34,195,0.75,319,0.24,249,0.01,,91.47,10/5/24,1
3ERG,78,0.5,187,0.06,106,0.44,,94.14,10/5/24,1
TCF3,146,0.97,28,0.02,276,0.01,,91.74,10/5/24,1
VQOT,81,0.71,438,0.26,92,0.03,Steaming,97.8,10/5/24,1
4F5U,24,0.65,398,0.34,93,0.01,Freezing for 20 min,97.12,10/5/24,1
NZEG,179,0.65,238,0.32,257,0.03,,92.79,10/5/24,1
Y5WM,192,0.88,38,0.11,55,0.01,,91.33,10/5/24,1
IGAT,97,0.58,317,0.29,11,0.13,,96.77,10/5/24,1
E3PU,5,0.6,47,0.39,97,0.01,70°C for 10 min,95.2,10/5/24,1
OY1D,167,0.67,322,0.32,198,0.01,,96.11,10/5/24,1
U0BY,90,0.67,230,0.24,165,0.09,,93.95,10/5/24,1
7EX5,12,0.47,486,0.44,140,0.09,,94,10/5/24,1
GAQL,41,0.91,208,0.08,76,0.01,,95.63,10/5/24,1
X4KF,32,0.35,388,0.03,270,0.62,,99.62,10/5/24,1
1ETL,144,0.04,279,0.79,184,0.17,,90.15,10/5/24,1
23NL,61,0.36,496,0.63,30,0.01,,98.44,10/5/24,1
E6IL,25,0.24,116,0.44,191,0.32,,90.82,10/5/24,1
7N43,188,0.44,43,0.39,42,0.17,,94.37,10/5/24,1
Y92F,198,0.1,56,0.3,245,0.6,,97.49,10/5/24,1
IS6M,28,0.3,160,0.22,208,0.48,,97.99,10/5/24,1
QIKD,45,0.67,128,0.32,132,0.01,50°C for 10 min,93.15,10/5/24,1
O5GI,120,0.17,332,0.2,207,0.63,,97.36,10/5/24,1
US73,31,0.31,414,0.26,115,0.43,,99.58,10/5/24,1
25EL,33,0.9,158,0.09,172,0.01,,90.19,10/5/24,1
Z7LU,71,0.97,104,0.02,65,0.01,Steaming,94.99,10/5/24,1
XDL6,196,0.62,208,0.36,236,0.02,,90.69,10/5/24,1
3I1I,198,0.84,88,0.15,162,0.01,,79.85,10/5/24,1
RUNL,168,0.79,121,0.2,32,0.01,,38.6,10/5/24,1
XERT,144,0.78,84,0.21,149,0.01,,99.88,10/5/24,1
XM0N,145,0.55,230,0.44,92,0.01,,99.49,10/5/24,1
UA02,90,0.24,375,0.75,40,0.01,50°C for 10 min,21.51,10/5/24,1
F0TL,104,0.31,175,0.68,38,0.01,,93.27,10/5/24,1
9DNC,131,0.23,449,0.28,54,0.49,Freezing for 20 min,92.62,10/5/24,1
GXCZ,148,0.07,319,0.57,69,0.36,,51.07,10/5/24,1
ZU7Q,17,0.38,86,0.12,180,0.5,,98.81,10/5/24,1
RLC8,45,0.94,10,0.05,51,0.01,,92.9,10/5/24,1
M0JK,198,0.16,405,0.04,246,0.8,70°C for 10 min,98.82,10/5/24,1
YHAV,71,0.52,250,0.19,86,0.29,,93.91,10/5/24,1
2XBF,53,0.58,253,0.41,164,0.01,50°C for 10 min,91.2,10/5/24,1
XI9H,84,0.84,115,0.11,8,0.05,,91.75,10/5/24,1
S0WR,59,0.02,363,0.8,160,0.18,20°C for 60 min,93.36,10/5/24,1
THIN,15,0.91,90,0.08,133,0.01,,96.32,10/5/24,1
4352,45,0.7,255,0.26,52,0.04,20°C for 60 min,93.16,10/5/24,1
01KC,133,0.87,151,0.12,95,0.01,,64.14,10/5/24,1
SKPF,45,0.12,319,0.43,274,0.45,,96.69,10/5/24,1
4X31,135,0.6,108,0.34,277,0.06,,91.16,10/5/24,1
MOY9,18,0.07,37,0.28,128,0.65,,91.6,10/5/24,1
F87V,12,0.71,403,0.22,219,0.07,20°C for 60 min,97.78,10/5/24,1
U45D,173,0.8,90,0.19,225,0.01,,97.6,10/5/24,1
Y1SD,155,0.8,58,0.19,88,0.01,,98.88,10/5/24,1
IX8O,140,0.25,94,0.74,220,0.01,,96.66,10/5/24,1
22NS,9,0.04,256,0.91,139,0.05,50°C for 10 min,90.58,10/5/24,1
G18L,45,0.32,468,0.39,60,0.29,,30.92,10/5/24,1
1A24,167,0.96,60,0.03,177,0.01,,96.71,10/5/24,1
JG56,30,0.92,78,0.07,7,0.01,20°C for 60 min,91.38,10/5/24,1
BAAH,167,0.42,18,0.05,236,0.53,,90.62,10/5/24,1
LU5C,118,0.52,253,0.2,178,0.28,,67.35,10/5/24,1
0U26,150,0.37,103,0.62,185,0.01,,96.99,10/5/24,1
MMZ1,134,0.34,386,0.45,232,0.21,50°C for 10 min,98.26,10/5/24,1
4GX4,83,0.54,140,0.45,197,0.01,,95.21,10/5/24,1
1CJ6,59,0.34,45,0.29,173,0.37,50°C for 10 min,90.75,10/5/24,1
U1OM,141,0.96,148,0.03,81,0.01,,96.7,10/5/24,1
646N,167,0.69,413,0.3,73,0.01,50°C for 10 min,95.85,10/5/24,1
C4YB,12,0.7,426,0.29,34,0.01,,44.89,10/5/24,1
7ISC,78,0.79,25,0.2,64,0.01,,96.97,10/5/24,1
K6PA,75,0.25,14,0.74,227,0.01,,94.4,10/5/24,1
8BW5,112,0.76,367,0.23,267,0.01,,93.4,10/5/24,1
FQKZ,21,0.59,491,0.23,226,0.18,,93.38,10/5/24,1
TYLK,192,0.8,492,0.19,263,0.01,,92.55,10/5/24,1
TJFU,109,0.73,420,0.21,57,0.06,20°C for 60 min,98.98,10/5/24,1
D4UO,189,0.75,108,0.24,250,0.01,,91.75,10/5/24,1
OJ8W,167,0.7,145,0.29,136,0.01,,58.47,10/5/24,1
JTR9,42,0.84,236,0.15,114,0.01,,96.77,10/5/24,1
9L4V,26,0.89,269,0.1,269,0.01,,93.5,10/5/24,1
4ENI,173,0.67,419,0.32,110,0.01,,97.82,10/5/24,1
AN8M,105,0.04,90,0.04,69,0.92,50°C for 10 min,92.15,10/5/24,1
86QE,6,0.46,377,0.19,258,0.35,,99.1,10/5/24,1
MHGQ,192,0.24,39,0.75,184,0.01,Freezing for 20 min,97.47,10/5/24,1
KLR3,90,0.64,416,0.18,96,0.18,,93.37,10/5/24,1
PINK,62,0.9,483,0.09,74,0.01,,95.75,10/5/24,1
FA4K,100,0.53,341,0.43,108,0.04,,95.51,10/5/24,1
D6E3,167,0.68,57,0.31,52,0.01,,90.09,10/5/24,1
ILIN,21,0.25,107,0.25,232,0.5,50°C for 10 min,96.02,10/5/24,1
5IPO,77,0.69,115,0.11,291,0.2,,92.49,10/5/24,1
MYU3,66,0.55,368,0.15,135,0.3,20°C for 60 min,93.3,10/5/24,1
NCTN,167,0.96,198,0.03,277,0.01,,91.17,10/5/24,1
1605,160,0.11,58,0.05,87,0.84,,94.69,10/5/24,1
K0SS,79,0.91,79,0.08,298,0.01,Steaming,95.43,10/5/24,1
JV7Y,139,0.43,63,0.49,259,0.08,Freezing for 20 min,97.79,10/5/24,1
FYBG,78,0.78,112,0.21,293,0.01,,98.57,10/5/24,1
AXUA,115,0.74,428,0.25,246,0.01,,99.1,10/5/24,1
WMZB,198,0.21,226,0.29,15,0.5,,49.98,10/5/24,1
DN5X,105,0.46,498,0.53,66,0.01,,92.68,10/5/24,1
7H52,198,0.36,212,0.63,192,0.01,,92.72,10/5/24,1
P1PE,152,0.34,193,0.65,111,0.01,,61.86,10/5/24,1
ZMFW,23,0.91,172,0.08,283,0.01,,97.61,10/5/24,1
J9TB,165,0.38,77,0.61,276,0.01,,95.59,10/5/24,1
1ETB,34,0.37,354,0.62,212,0.01,70°C for 10 min,90.89,10/5/24,1
Z5UW,105,0.25,30,0.64,140,0.11,,97.89,10/5/24,1
TXA8,126,0.85,291,0.14,155,0.01,,92.99,10/5/24,1
V06P,181,0.14,471,0.65,261,0.21,,92.52,10/5/24,1
8VV9,45,0.46,89,0.31,79,0.23,,93.4,10/5/24,1
Z4PQ,177,0.63,56,0.36,294,0.01,,91.04,10/5/24,1
ZHIB,192,0.32,47,0.67,40,0.01,,93.74,10/5/24,1
83IR,15,0.6,78,0.16,129,0.24,Freezing for 20 min,91.81,10/5/24,1
KFHR,179,0.71,323,0.28,85,0.01,70°C for 10 min,95.67,10/5/24,1
YNRH,51,0.61,25,0.38,275,0.01,,99.45,10/5/24,1
BYYB,13,0.73,222,0.11,91,0.16,,98.91,10/5/24,1
E9J4,198,0.8,182,0.19,201,0.01,,98.75,10/5/24,1
8WVR,78,0.2,269,0.46,39,0.34,Freezing for 20 min,93.65,10/5/24,1
BW1H,128,0.7,6,0.29,185,0.01,,99.26,10/5/24,1
9KW4,110,0.14,132,0.33,173,0.53,,96.64,10/5/24,1
JCWJ,45,0.54,242,0.45,247,0.01,,98.99,10/5/24,1
01BP,141,0.85,87,0.14,225,0.01,,93.2,10/5/24,1
N9I4,12,0.44,95,0.55,117,0.01,,90.48,10/5/24,1
V67X,45,0.9,478,0.09,141,0.01,20°C for 60 min,91.03,10/5/24,1
TLRR,195,0.53,345,0.46,252,0.01,,94.95,10/5/24,1
6QST,197,0.52,441,0.47,198,0.01,Freezing for 20 min,95.09,10/5/24,1
94JG,91,0.52,154,0.33,202,0.15,,94.32,10/5/24,1
5U3T,36,0.71,418,0.28,68,0.01,,96.18,10/5/24,1
O4HU,84,0.5,191,0.2,297,0.3,70°C for 10 min,90.24,10/5/24,1
LKEO,177,0.28,236,0.71,115,0.01,,97.33,10/5/24,1
RPBE,12,0.68,218,0.29,178,0.03,,94.53,10/5/24,1
EGPH,25,0.25,22,0.7,204,0.05,,90.71,10/5/24,1
XZOZ,182,0.65,496,0.34,48,0.01,,91.64,10/5/24,1
TWYU,83,0.38,311,0.61,177,0.01,,93.29,10/5/24,1
UAW7,13,0.91,316,0.08,106,0.01,,96.36,10/5/24,1
QYHX,28,0.04,131,0.64,292,0.32,,93.18,10/5/24,1
KHNW,179,0.46,250,0.53,200,0.01,50°C for 10 min,91.56,10/5/24,1
64HQ,93,0.56,393,0.43,152,0.01,,98.42,10/5/24,1
TNZE,34,0.03,389,0.8,46,0.17,50°C for 10 min,51.95,10/5/24,1
Q91Q,182,0.66,51,0.15,60,0.19,Steaming,93.37,10/5/24,1
G9TD,169,0.79,84,0.2,192,0.01,,93.67,10/5/24,1
HXUA,7,0.84,385,0.15,67,0.01,,90.47,10/5/24,1
9W5Y,117,0.8,144,0.19,276,0.01,,97.65,10/5/24,1
90PH,47,0.95,331,0.04,16,0.01,,98.86,10/5/24,1
7ELW,105,0.26,259,0.18,124,0.56,,94.12,10/5/24,1
MNYB,56,0.78,304,0.21,274,0.01,70°C for 10 min,94.79,10/5/24,1
D4FE,66,0.21,271,0.07,22,0.72,,93.07,10/5/24,1
DSVR,123,0.1,352,0.28,181,0.62,,93.7,10/5/24,1
FZNT,106,0.96,61,0.03,147,0.01,Freezing for 20 min,95.45,10/5/24,1
11I2,78,0.44,92,0.18,113,0.38,,92.58,10/5/24,1
M8Q1,20,0.84,438,0.15,269,0.01,,96.81,10/5/24,1
GAAX,198,0.92,21,0.07,114,0.01,70°C for 10 min,56.55,10/5/24,1
VIM6,37,0.11,44,0.19,62,0.7,,96.19,10/5/24,1
KOM4,131,0.22,160,0.74,261,0.04,,94.85,10/5/24,1
0CEF,13,0.49,235,0.22,209,0.29,,90.87,10/5/24,1
MQTW,144,0.17,42,0.26,10,0.57,Freezing for 20 min,96.56,10/5/24,1
